NAME,STATE,CITY,COUNTY,WEBSITE,TOT_ENROLL,NAICS_DESC,TELEPHONE
COMPASS CAREER COLLEGE,LA,HAMMOND,TANGIPAHOA,www.compasscareercollege.net/,214,OTHER TECHNICAL AND TRADE SCHOOLS,(985) 419-2050
COLEGIO DE CINEMATOGRAFÍA ARTES Y TELEVISION,PR,BAYAMON,BAYAMÓN,https://www.ccatpuertorico.com/,619,JUNIOR COLLEGES,(787) 779-2500
EXPERTISE COSMETOLOGY INSTITUTE,NV,LAS VEGAS,CLARK,www.expertisebeauty.com/,-999,COSMETOLOGY AND BARBER SCHOOLS,(702) 636-8686
JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE,CA,LONG BEACH,LOS ANGELES,https://www.johnwesleybarberbeauty.com/,47,COSMETOLOGY AND BARBER SCHOOLS,(562) 435-7060
CITY COLLEGE-GAINESVILLE,FL,GAINESVILLE,ALACHUA,https://www.citycollege.edu/,159,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(352) 335-4000
MUSKEGON COMMUNITY COLLEGE,MI,MUSKEGON,MUSKEGON,www.muskegoncc.edu/,3456,JUNIOR COLLEGES,(231) 773-9131
PORT HURON COSMETOLOGY COLLEGE,MI,WATERFORD,OAKLAND,www.michigancollegeofbeauty.com/,37,COSMETOLOGY AND BARBER SCHOOLS,(248) 623-9494
MISSISSIPPI COMMUNITY COLLEGE BOARD,MS,JACKSON,HINDS,www.mccb.edu/,-999,EDUCATIONAL SUPPORT SERVICES,(601) 432-6518
TRUCKEE MEADOWS COMMUNITY COLLEGE,NV,RENO,WASHOE,www.tmcc.edu/,10249,JUNIOR COLLEGES,(775) 673-7000
STRAYER UNIVERSITY-MARYLAND,MD,SUITLAND,PRINCE GEORGE'S,www.strayer.edu/campus-locations/maryland/prince-georges,2760,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(877) 445-7180
LA JAMES INTERNATIONAL COLLEGE-DAVENPORT,IA,DAVENPORT,SCOTT,www.ljic.edu/,60,COSMETOLOGY AND BARBER SCHOOLS,(563) 441-7900
BROOME DELAWARE TIOGA BOCES-PRACTICAL NURSING PROGRAM,NY,BINGHAMTON,BROOME,www.btboces.org/,63,OTHER TECHNICAL AND TRADE SCHOOLS,(607) 763-3465
VET TECH INSTITUTE OF HOUSTON,TX,HOUSTON,HARRIS,vti.edu/,202,JUNIOR COLLEGES,(713) 629-1500
BASTYR UNIVERSITY,WA,KENMORE,KING,www.bastyr.edu/,904,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(425) 602-3000
ALBERTUS MAGNUS COLLEGE,CT,NEW HAVEN,NEW HAVEN,https://www.albertus.edu/,1384,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(203) 773-8550
NORTH CENTRAL UNIVERSITY,MN,MINNEAPOLIS,HENNEPIN,www.northcentral.edu/,1062,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(612) 343-4400
MECHON L'HOYROA,NY,MONSEY,ROCKLAND,https://www.mechonlhoyroa.com/,57,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(845) 425-9565
NASHVILLE FILM INSTITUTE,TN,NASHVILLE,DAVIDSON,nfi.edu/,33,COSMETOLOGY AND BARBER SCHOOLS,(877) 627-3456
KOR BEAUTY ACADEMY,AZ,PEORIA,MARICOPA,korbeautyacademy.org/,31,COSMETOLOGY AND BARBER SCHOOLS,(623) 878-7100
GWINNETT INSTITUTE,FL,ORLANDO,ORANGE,www.gwinnettcollege.edu/,508,JUNIOR COLLEGES,(407) 434-8700
L MAKEUP INSTITUTE,NV,LAS VEGAS,CLARK,lmakeupinstitute.edu/,69,COSMETOLOGY AND BARBER SCHOOLS,(702) 685-9298
UNIVERSITY OF WISCONSIN-MILWAUKEE FLEX,WI,MILWAUKEE,MILWAUKEE,https://flex.wisconsin.edu/,590,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(877) 895-3276
GA BEAUTY & BARBER SCHOOL,TX,MCALLEN,HIDALGO,www.ganailsbeauty.com/,178,COSMETOLOGY AND BARBER SCHOOLS,(956) 664-2233
ABC ADULT SCHOOL,CA,CERRITOS,LOS ANGELES,https://www.abcadultschool.edu/,195,OTHER TECHNICAL AND TRADE SCHOOLS,(562) 229-7960
ELITE ACADEMY OF HAIR DESIGN,OH,BELLAIRE,BELMONT,www.eliteacademyofhairdesign.com/,40,COSMETOLOGY AND BARBER SCHOOLS,(740) 325-1622
HAVEN UNIVERSITY,CA,GARDEN GROVE,ORANGE,www.haven.edu/,43,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(714) 592-7878
DELUXE BARBER COLLEGE,TX,SAN ANTONIO,BEXAR,www.deluxebarbercollege.com/,72,COSMETOLOGY AND BARBER SCHOOLS,(210) 655-9999
AMERICAN INSTITUTE OF HEALTHCARE & TECHNOLOGY,CT,STRATFORD,FAIRFIELD,https://www.aiht.edu,43,JUNIOR COLLEGES,(203) 870-8400
THOMAS AQUINAS COLLEGE - NEW ENGLAND,MA,NORTHFIELD,FRANKLIN,NOT AVAILABLE,-999,OTHER TECHNICAL AND TRADE SCHOOLS,NOT AVAILABLE
WESTERN KENTUCKY UNIVERSITY,KY,BOWLING GREEN,WARREN,www.wku.edu/,17517,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(270) 745-0111
UNIVERSITY OF PUERTO RICO-MAYAGUEZ,PR,MAYAGUEZ,MAYAGÜEZ,https://www.uprm.edu/,12825,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(787) 832-4040
THE BEAUTY SCHOOL,AR,MOUNTAIN HOME,BAXTER,thebeautyschoolmh.com,-999,COSMETOLOGY AND BARBER SCHOOLS,(870) 425-4225
ANTIOCH UNIVERSITY ONLINE,OH,YELLOW SPRINGS,GREENE,online.antioch.edu/,257,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(937) 769-1352
PAUL MITCHELL THE SCHOOL-MADISON,WI,MADISON,DANE,paulmitchell.edu/madison,38,COSMETOLOGY AND BARBER SCHOOLS,(608) 807-5993
IGLOBAL UNIVERSITY,VA,VIENNA,FAIRFAX,www.igu.edu/,254,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(703) 941-2020
STRAYER UNIVERSITY-NORTH CAROLINA,NC,MORRISVILLE,WAKE,www.strayer.edu/campus-locations/north-carolina/research-triangle-park,5441,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(877) 445-7180
ZMS THE ACADEMY,CA,LOS ANGELES,LOS ANGELES,www.zmsacademy.com/,210,COSMETOLOGY AND BARBER SCHOOLS,(323) 372-6132
FIRST COAST TECHNICAL COLLEGE,FL,SAINT AUGUSTINE,ST. JOHNS,fctc.edu/,360,OTHER TECHNICAL AND TRADE SCHOOLS,(904) 547-3282
LINCOLN LAND COMMUNITY COLLEGE,IL,SPRINGFIELD,SANGAMON,www.llcc.edu/,4977,JUNIOR COLLEGES,(217) 786-2200
AMERICAN INSTITUTE OF MEDICAL SCIENCES & EDUCATION,NJ,PISCATAWAY,MIDDLESEX,www.aimseducation.edu/,476,OTHER TECHNICAL AND TRADE SCHOOLS,(908) 222-0002
WATKINS COLLEGE OF ART DESIGN & FILM,TN,NASHVILLE,DAVIDSON,NOT AVAILABLE,-999,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",NOT AVAILABLE
ONONDAGA SCHOOL OF THERAPEUTIC MASSAGE-SYRACUSE,NY,SYRACUSE,ONONDAGA,www.ostm.edu/,44,OTHER TECHNICAL AND TRADE SCHOOLS,(315) 424-1159
CONNORS STATE COLLEGE,OK,WARNER,MUSKOGEE,connorsstate.edu/,2069,JUNIOR COLLEGES,(918) 463-2931
EMPIRE BEAUTY SCHOOL-PINEVILLE,NC,CHARLOTTE,MECKLENBURG,www.empire.edu/,64,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
VICTORIA COLLEGE,TX,VICTORIA,VICTORIA,www.victoriacollege.edu/,3274,JUNIOR COLLEGES,(361) 573-3291
UNIVERSITY OF SOUTH ALABAMA,AL,MOBILE,MOBILE,www.southalabama.edu/,14224,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(251) 460-6101
GATEWAY COMMUNITY AND TECHNICAL COLLEGE,KY,FLORENCE,BOONE,https://gateway.kctcs.edu/index.aspx,4299,JUNIOR COLLEGES,(859) 441-4500
LAFAYETTE COLLEGE,PA,EASTON,NORTHAMPTON,https://www.lafayette.edu/,2514,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(610) 330-5000
KEISER UNIVERSITY-FT LAUDERDALE,FL,FORT LAUDERDALE,BROWARD,www.keiseruniversity.edu/,20330,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(954) 776-4476
NORTH CENTRAL KANSAS TECHNICAL COLLEGE,KS,BELOIT,MITCHELL,www.ncktc.edu/,843,JUNIOR COLLEGES,(785) 738-2276
PENNSYLVANIA STATE UNIVERSITY-PENN STATE SCHUYLKILL,PA,SCHUYLKILL HAVEN,SCHUYLKILL,schuylkill.psu.edu/,-999,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(570) 385-6000
SCHUYLKILL TECHNOLOGY CENTER,PA,FRACKVILLE,SCHUYLKILL,www.stcenters.org/,93,OTHER TECHNICAL AND TRADE SCHOOLS,(570) 544-9131 EXT 1209
OZARKA COLLEGE,AR,MELBOURNE,IZARD,www.ozarka.edu/,1033,JUNIOR COLLEGES,(870) 368-7371
ARKANSAS STATE UNIVERSITY-BEEBE,AR,BEEBE,WHITE,www.asub.edu/,2982,JUNIOR COLLEGES,(501) 882-3600
MORAINE PARK TECHNICAL COLLEGE,WI,FOND DU LAC,FOND DU LAC,www.morainepark.edu/,2654,JUNIOR COLLEGES,(920) 929-2483
COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,TX,MCKINNEY,COLLIN,www.collin.edu/,35390,JUNIOR COLLEGES,(972) 881-5790
EASTLAND-FAIRFIELD CAREER AND TECHNICAL SCHOOLS,OH,GROVEPORT,FRANKLIN,www.eastland-fairfield.com/,113,OTHER TECHNICAL AND TRADE SCHOOLS,(614) 836-4541
WASHINGTON STATE COMMUNITY COLLEGE,OH,MARIETTA,WASHINGTON,www.wscc.edu/,1809,JUNIOR COLLEGES,(740) 374-8716
THE UNIVERSITY OF TEXAS RIO GRANDE VALLEY,TX,EDINBURG,HIDALGO,www.utrgv.edu/,32441,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(956) 665-2011
WESTERN TEXAS COLLEGE,TX,SNYDER,SCURRY,www.wtc.edu/,1442,JUNIOR COLLEGES,(325) 573-8511
SOMERSET COMMUNITY COLLEGE,KY,SOMERSET,PULASKI,https://somerset.kctcs.edu/about/index.aspx,4837,JUNIOR COLLEGES,(877) 629-9722
UNIVERSITY OF RICHMOND,VA,UNIVERSITY OF RICHMOND,RICHMOND CITY,https://www.richmond.edu/,4056,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(804) 289-8000
GRACE MISSION UNIVERSITY,CA,FULLERTON,ORANGE,www.gm.edu/,234,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(714) 525-0088
AMERICAN COLLEGE OF HEALTHCARE AND TECHNOLOGY,CA,HUNTINGTON PARK,LOS ANGELES,www.ach.edu/,184,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(323) 585-9000
DICKINSON COLLEGE,PA,CARLISLE,CUMBERLAND,https://www.dickinson.edu/,1932,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(717) 243-5121
DESIGNER BARBER & STYLIST SCHOOL,AR,FT SMITH,SEBASTIAN,designercollege.net/,57,COSMETOLOGY AND BARBER SCHOOLS,(479) 478-8388
INTERAMERICAN TECHNICAL INSTITUTE,FL,MIAMI,MIAMI-DADE,www.itischool.com/,122,COMPUTER TRAINING,(305) 554-9281
GALEN COLLEGE OF NURSING-SAN ANTONIO,TX,SAN ANTONIO,BEXAR,www.galencollege.edu/sanantonio/,2587,JUNIOR COLLEGES,(210) 733-3056
PHILADELPHIA TECHNICIAN TRAINING,PA,PHILADELPHIA,PHILADELPHIA,www.ptt.edu/,593,OTHER TECHNICAL AND TRADE SCHOOLS,(215) 381-9403
DEBUTANTES SCHOOL OF COSMETOLOGY AND NAIL TECHNOLOGY,IL,DEKALB,DEKALB,www.debschool.com/,84,COSMETOLOGY AND BARBER SCHOOLS,(815) 758-4045
NORTHERN VERMONT UNIVERSITY,VT,JOHNSON,LAMOILLE,www.northernvermont.edu/,1999,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(802) 635-2356
WEST COAST UNIVERSITY-MIAMI,FL,DORAL,MIAMI-DADE,westcoastuniversity.edu/,1194,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(786) 501-7070
FAIRMONT STATE UNIVERSITY,WV,FAIRMONT,MARION,https://www.fairmontstate.edu/,3848,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(304) 367-4000
AMERICAN BEAUTY SCHOOL,NY,BRONX,BRONX,www.americanbeautyschool.edu/,158,COSMETOLOGY AND BARBER SCHOOLS,(718) 931-7400
OTTAWA UNIVERSITY-PHOENIX,AZ,PHOENIX,MARICOPA,www.ottawa.edu/,1051,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(602) 371-1188
VINCENNES BEAUTY COLLEGE,IN,VINCENNES,KNOX,vincennesbeautycollege.com/,42,COSMETOLOGY AND BARBER SCHOOLS,(812) 882-1086
SAN JOAQUIN VALLEY COLLEGE-VISALIA,CA,VISALIA,TULARE,www.sjvc.edu/,1927,JUNIOR COLLEGES,(559) 734-9000
COLORADO TECHNICAL UNIVERSITY-COLORADO SPRINGS,CO,COLORADO SPRINGS,EL PASO,www.coloradotech.edu/Colorado-Springs,28244,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(719) 598-0200
ARTHUR'S BEAUTY COLLEGE,AR,JACKSONVILLE,PULASKI,arthursbeautycollege.com/,57,COSMETOLOGY AND BARBER SCHOOLS,(501) 982-8987
SWARTHMORE COLLEGE,PA,SWARTHMORE,DELAWARE,www.swarthmore.edu/,1437,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(610) 328-8000
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-DAYTONA BEACH,FL,DAYTONA BEACH,VOLUSIA,daytonabeach.erau.edu/,8797,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(386) 226-6000
UNIVERSITY OF HAWAII SYSTEM OFFICE,HI,HONOLULU,HONOLULU,https://www.hawaii.edu/,-999,EDUCATIONAL SUPPORT SERVICES,(808) 956-8111
NATIONAL LATINO EDUCATION INSTITUTE,IL,CHICAGO,COOK,www.nlei.org/,4,OTHER TECHNICAL AND TRADE SCHOOLS,(773) 247-0707 EXT 200
SANTA FE COMMUNITY COLLEGE,NM,SANTA FE,SANTA FE,https://www.sfcc.edu/,3459,JUNIOR COLLEGES,(505) 428-1000
MESALANDS COMMUNITY COLLEGE,NM,TUCUMCARI,QUAY,www.mesalands.edu/,709,JUNIOR COLLEGES,(575) 461-4413
ATLANTIC BEAUTY & SPA ACADEMY LLC,NJ,EGG HARBOR TOWNSHIP,ATLANTIC,https://www.shorebeautyschool.edu/,137,COSMETOLOGY AND BARBER SCHOOLS,(609) 645-3635
SOUTHWEST ACUPUNCTURE COLLEGE-BOULDER,CO,BOULDER,BOULDER,www.acupuncturecollege.edu/,51,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(303) 581-9955
COMMUNITY CARE COLLEGE,OK,TULSA,TULSA,www.communitycarecollege.edu/,658,JUNIOR COLLEGES,(919) 610-0027
M-DCPS THE ENGLISH CENTER,FL,MIAMI,MIAMI-DADE,www.tecmiami.com/,246,BUSINESS AND SECRETARIAL SCHOOLS,(305) 445-7731 EXT 0
DEVRY UNIVERSITY-ARIZONA,AZ,PHOENIX,MARICOPA,https://www.devry.edu/,217,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(602) 749-4500
DEVRY UNIVERSITY-COLORADO,CO,WESTMINSTER,ADAMS,https://www.devry.edu/,110,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(303) 280-7400
ESCUELA DE PERITOS ELECTRICISTAS DE ISABELA INC,PR,ISABELA,ISABELA,www.epei.edu/,64,OTHER TECHNICAL AND TRADE SCHOOLS,(787) 872-1747
LIM COLLEGE,NY,NEW YORK,NEW YORK,www.limcollege.edu/,1681,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(212) 752-1530
CHARLIE'S GUARD-DETECTIVE BUREAU AND ACADEMY INC,PR,AGUADILLA,AGUADILLA,www.charliesacademy.edu/,63,OTHER TECHNICAL AND TRADE SCHOOLS,(787) 882-7222
AVIATOR COLLEGE OF AERONAUTICAL SCIENCE AND TECHNOLOGY,FL,FORT PIERCE,ST. LUCIE,www.aviator.edu/,305,JUNIOR COLLEGES,(772) 466-4822
EMPIRE COLLEGE,CA,SANTA ROSA,SONOMA,www.empcol.edu/,241,JUNIOR COLLEGES,(707) 546-4000
EDUCATORS OF BEAUTY COLLEGE OF COSMETOLOGY-STERLING,IL,STERLING,WHITESIDE,www.educatorsofbeauty.com/,52,COSMETOLOGY AND BARBER SCHOOLS,(815) 625-0247
SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCES,MO,CAPE GIRARDEAU,CAPE GIRARDEAU,www.sehcollege.edu/,203,JUNIOR COLLEGES,(573) 334-6825
THE CREATIVE CENTER,NE,OMAHA,DOUGLAS,www.creativecenter.edu/,24,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(402) 898-1000
SOUTHERN NEW HAMPSHIRE UNIVERSITY,NH,MANCHESTER,MERRIMACK,www.snhu.edu/,134345,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(603) 668-2211
UNIVERSITY OF FORT LAUDERDALE,FL,LAUDERHILL,BROWARD,uftl.edu/,57,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(954) 486-7728
YESHIVATH VIZNITZ,NY,MONSEY,ROCKLAND,https://yeshivathviznitz.com/,842,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(845) 731-3700
THE CHRIST COLLEGE OF NURSING AND HEALTH SCIENCES,OH,CINCINNATI,HAMILTON,https://www.thechristcollege.edu/,1015,JUNIOR COLLEGES,(513) 585-2401
CREVIER'S ACADEMY OF COSMETOLOGY ARTS,MT,KALISPELL,FLATHEAD,www.crevierschool.com/,32,COSMETOLOGY AND BARBER SCHOOLS,(406) 257-2525
ALLEN SCHOOL-PHOENIX,AZ,PHOENIX,MARICOPA,www.allenschool.edu/,24,OTHER TECHNICAL AND TRADE SCHOOLS,(623) 385-8150
STEVENSONS ACADEMY OF HAIR DESIGN,LA,NEW ORLEANS,ORLEANS,www.stevenson-academy.com/,137,COSMETOLOGY AND BARBER SCHOOLS,(504) 368-6377
SOUTHERN UNIVERSITY AT NEW ORLEANS,LA,NEW ORLEANS,ORLEANS,www.suno.edu/,2264,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(504) 286-5000
MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH,MD,LAUREL,HOWARD,www.muih.edu/,815,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(410) 888-9048
INSTITUTO TECNOLOGICO DE PUERTO RICO-RECINTO DE SAN JUAN,PR,SAN JUAN,SAN JUAN,https://instituto-tecnologico-de-puerto-rico-1.jimdosite.com/,298,JUNIOR COLLEGES,(787) 764-2483 EXT 2011
UNIVERSAL TECHNICAL INSTITUTE OF PENNSYLVANIA INC,PA,EXTON,CHESTER,www.uti.edu/,1018,OTHER TECHNICAL AND TRADE SCHOOLS,(800) 514-3554
COLUMBIA SOUTHERN UNIVERSITY,AL,ORANGE BEACH,BALDWIN,www.columbiasouthern.edu/,18533,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(251) 981-3771 EXT 1278
SAINT VINCENT DE PAUL REGIONAL SEMINARY,FL,BOYNTON BEACH,PALM BEACH,www.svdp.edu/,142,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(561) 732-4424 EXT 156
"JOSEF'S SCHOOL OF HAIR, SKIN & BODY-FARGO",ND,FARGO,CASS,jsohd.com/,75,COSMETOLOGY AND BARBER SCHOOLS,(701) 235-9910
EMPIRE BEAUTY SCHOOL-E MEMPHIS,TN,MEMPHIS,SHELBY,www.empire.edu/,114,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
YESHIVA GEDOLAH ZICHRON LEYMA,NJ,UNION,UNION,https://www.yzlalumni.org/,34,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(908) 587-0502
ICPR JUNIOR COLLEGE,PR,MANATI,MANATÍ,www.icprjc.edu/,346,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(787) 884-6000
CHEEKS BEAUTY ACADEMY,WY,CHEYENNE,LARAMIE,www.cheeksusa.com/,14,COSMETOLOGY AND BARBER SCHOOLS,(307) 637-8700
SAN JOAQUIN VALLEY COLLEGE-FRESNO AVIATION,CA,FRESNO,FRESNO,www.sjvc.edu/,189,JUNIOR COLLEGES,(559) 734-9000
PROFESSIONAL GOLFERS CAREER COLLEGE,CA,TEMECULA,RIVERSIDE,www.golfcollege.edu/,86,JUNIOR COLLEGES,(800) 877-4380
IRELL & MANELLA GRADUATE SCHOOL OF BIOLOGICAL SCIENCES AT CITY OF HOPE,CA,DUARTE,LOS ANGELES,https://www.cityofhope.org/grad-school,90,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(626) 256-4673
PAUL MITCHELL THE SCHOOL-COSTA MESA,CA,COSTA MESA,ORANGE,paulmitchell.edu/costamesa/,450,COSMETOLOGY AND BARBER SCHOOLS,(714) 546-8786
ALTIERUS CAREER COLLEGE-BISSONNET,TX,HOUSTON,HARRIS,https://www.altierus.edu/,628,OTHER TECHNICAL AND TRADE SCHOOLS,(713) 772-4200
CASPER COLLEGE,WY,CASPER,NATRONA,https://www.caspercollege.edu/,3551,JUNIOR COLLEGES,(307) 268-2100
UNIVERSITY OF TOLEDO,OH,TOLEDO,LUCAS,www.utoledo.edu/,18319,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(800) 586-5336
THE UNIVERSITY OF TEXAS AT SAN ANTONIO,TX,SAN ANTONIO,BEXAR,www.utsa.edu/,34742,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(210) 458-4011
SOUTHWESTERN ADVENTIST UNIVERSITY,TX,KEENE,JOHNSON,www.swau.edu/,754,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(817) 645-3921
SACRED HEART UNIVERSITY,CT,FAIRFIELD,FAIRFIELD,https://www.sacredheart.edu/,9313,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(203) 371-7999
SAINT MARY'S COLLEGE,IN,NOTRE DAME,ST. JOSEPH,www.saintmarys.edu/,1581,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(574) 284-4000
VERMONT STATE COLLEGES-OFFICE OF THE CHANCELLOR,VT,MONTPELIER,WASHINGTON,www.vsc.edu/,-999,EDUCATIONAL SUPPORT SERVICES,(802) 224-3001
APPALACHIAN BIBLE COLLEGE,WV,MOUNT HOPE,RALEIGH,https://abc.edu/,225,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(304) 877-6428
LANDMARK COLLEGE,VT,PUTNEY,WINDHAM,www.landmark.edu/,559,JUNIOR COLLEGES,(802) 387-6700
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,RI,BRISTOL,BRISTOL,law.rwu.edu/,522,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(401) 254-4500
VENTURA COLLEGE,CA,VENTURA,VENTURA,www.venturacollege.edu/,11789,JUNIOR COLLEGES,(805) 654-6400
MAGNOLIA COLLEGE OF COSMETOLOGY,MS,JACKSON,HINDS,www.mcocjackson.com/,42,COSMETOLOGY AND BARBER SCHOOLS,(601) 362-6940
NEWSCHOOL OF ARCHITECTURE AND DESIGN,CA,SAN DIEGO,SAN DIEGO,www.newschoolarch.edu/,455,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(800) 490-7081
INDUSTRIAL MANAGEMENT TRAINING INSTITUTE,CT,WATERBURY,NEW HAVEN,imti.edu/,68,OTHER TECHNICAL AND TRADE SCHOOLS,(203) 753-7910
TREASURE VALLEY COMMUNITY COLLEGE,OR,ONTARIO,MALHEUR,https://www.tvcc.cc/,1470,JUNIOR COLLEGES,(541) 881-8822
TENNESSEE STATE UNIVERSITY,TN,NASHVILLE,DAVIDSON,www.tnstate.edu/,7615,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(615) 963-5000
ST PAUL'S SCHOOL OF NURSING-STATEN ISLAND,NY,STATEN ISLAND,RICHMOND,www.stpaulsschoolofnursing.edu/,746,JUNIOR COLLEGES,(718) 517-7700
SISTEMA UNIVERSITARIO ANA G. MENDEZ,PR,RIO PIEDRAS,SAN JUAN,www.uagm.edu/,-999,EDUCATIONAL SUPPORT SERVICES,(787) 751-0178
LICEO DE ARTE-DISE-O Y COMERCIO,PR,CAGUAS,CAGUAS,www.liceocaguas.com/,229,FINE ARTS SCHOOLS,(787) 743-7447 EXT 29
INTERNATIONAL BEAUTY COLLEGE,TX,GARLAND,DALLAS,www.ibc3.edu/,61,COSMETOLOGY AND BARBER SCHOOLS,(972) 530-1103
ESCUELA HOTELERA DE SAN JUAN,PR,HATO REY,SAN JUAN,www.escuelahotelera.com/,597,OTHER TECHNICAL AND TRADE SCHOOLS,(787) 759-7599 EXT 129
CENTER FOR NATURAL WELLNESS SCHOOL OF MASSAGE THERAPY,NY,ALBANY,ALBANY,NOT AVAILABLE,-999,OTHER TECHNICAL AND TRADE SCHOOLS,NOT AVAILABLE
EUPHORIA INSTITUTE OF BEAUTY ARTS & SCIENCES-SUMMERLIN,NV,LAS VEGAS,CLARK,www.lincolntech.edu/campus/las-vegas-summerlin-nv,557,COSMETOLOGY AND BARBER SCHOOLS,(702) 341-8111 EXT 49500
LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE,MI,PORT HURON,ST. CLAIR,lakewoodschool.edu/,16,OTHER TECHNICAL AND TRADE SCHOOLS,(810) 987-3959
UNIVERSITY OF REDLANDS GRADUATE SCHOOL OF THEOLOGY,CA,SAN ANSELMO,MARIN,NOT AVAILABLE,-999,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",NOT AVAILABLE
PJ'S COLLEGE OF COSMETOLOGY-BOWLING GREEN,KY,BOWLING GREEN,WARREN,www.gotopjs.com/,262,COSMETOLOGY AND BARBER SCHOOLS,(317) 846-8999 EXT 320
JOHN JAY BEAUTY COLLEGE,LA,KENNER,JEFFERSON,www.johnjaybeautycollege.com/,82,COSMETOLOGY AND BARBER SCHOOLS,(504) 467-2774 EXT 12
